,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
19,0,0,12,1,0,8,1,0,1,0,8,0,4,5,1,0,0,3,0,61,3,13,1,4,11,0,0,0,2,0,0,0,3,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,2,0,5,3,0,0,0,0,3,1,20,12,1,1,13,0,3,0,0,0,0,0,6,0,0,0,0,0
21,0,1,0,0,0,0,0,0,3,0,1,1,16,0,0,0,1,0,1,2,2,89,0,3,0,1,0,0,3,0,0,0,12,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,1,0,80,10,6,2,0,0,0,0,0,0,18,0,0,2,2,12
23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,4,14,73,1,5,0,0,1,0,0,0,13,0,0,6,0,0
24,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,1,0,396,0,0,0,1,0,0,0,1,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23,0,0,0,0,0,0,1,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,1,0,3,0,0,1,1,1,0,60,3,1,10,0,5,26,0,0,11,0,0
27,0,9,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,51,0,0,6,1,41,0,0,0,2,0
28,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,9,0,0,0,0,0
29,0,1,0,0,0,0,6,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,57,0,0,4,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,6,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,1,0,0
32,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,5,0,0,0,77,0,0,7,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,2,1,1,0,0
34,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,14,0,19,0,0,0
35,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,11,0,67,0,14,0,91,0,0,166,0,0
36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,22,0,4,0,6,0
37,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,11,23,0,3,3,0,4,4,0,0,1,0,1,0,0,73
